feat_0,score,labels
0.2614112427524307,0.8637450199203187,3
0.23876230113223282,0.9087080250426864,3
0.3146433440678362,0.7829254410927717,2
0.3708735176110578,0.6969834945930563,3
0.6535752815642443,0.5668753557199772,2
0.26732999780583944,0.0,9
0.31270977295951924,0.04245873648264081,9
0.34250135908855145,0.031872509960159334,4
0.3136154546260829,0.023107569721115495,9
0.41305455723529627,0.10711439954467833,4
0.6342044537380171,0.17393284006829823,10
0.4178701480210042,0.08628343767785995,4
0.34535246409038106,0.13249857712009105,4
0.32411505570066096,0.09368241320432552,4
0.3077781109902506,0.029368241320432475,9
0.38483701456168956,0.7535571997723393,3
0.38667060897342026,0.7236198064883324,3
0.6024339508572348,0.436084234490609,3
0.23713067534425492,0.9114399544678429,3
0.4753612691851185,0.6145702902675014,3
0.17582922657255332,0.9631189527603871,3
0.27987860555892985,0.8807057484348322,3
0.40068374835128134,0.7068867387592487,3
0.20747003387024515,0.03414911781445645,9
0.259027963447516,0.03414911781445645,9
0.6830880714918921,0.03414911781445645,5
0.7264754778949357,0.03414911781445645,5
0.08598837539133151,0.683210017074559,3
0.21734679588023215,0.03414911781445645,9
0.2557858065800914,0.03414911781445645,9
0.5550828339033735,0.03414911781445645,5
0.403526167526943,0.5963005122367672,3
1.0,0.6,8
0.0,0.03414911781445645,0
0.020446123120163636,0.03414911781445645,0
0.1787430306564219,0.3339024852589641,3
0.3817167556223807,0.4850692467842914,3
0.3326284731559484,0.43928413329538984,3
0.5726413446265248,0.5457155504837792,3
0.4859025535197614,0.46540188457598175,3
0.36900948182523735,0.4845759817871372,3
0.5837833040272354,0.4691329918042117,3
0.3971915705955764,0.4391955985202049,3
0.1768259618425433,0.39969645224815026,3
0.2000888983839744,0.41001707455890724,3
0.6368747583658837,0.8119521912350598,2
0.33343833595952155,0.6706886738759249,3
0.352743780617539,0.4638588503130336,3
0.4714698964969581,0.7920318725099602,2
0.25242318138431546,0.480022766078543,3
0.2850557430487534,0.5170176437108708,3
0.30151825316389563,0.49903244166192373,3
0.3093011503676159,0.49516220830961866,3
0.3057494634606834,0.6239043824701196,3
0.9408092772352903,0.24769493454752417,8
0.6244695190389155,0.3001707455890723,6
0.23700171945889117,0.6254980079681275,3
0.42998793716036493,0.41035856573705176,3
0.3142956344419799,0.5279453614114968,3
0.15779718227536538,0.6920887877063175,3
0.2380023156385099,0.6341491178144565,3
0.5384036025696548,0.33705179282868525,6
0.2664196239137861,0.5573136027319294,3
0.3266746546526123,0.4949345475241889,3
0.14809825535885227,0.67057484348321,3
0.13558262464254536,0.7018782014797951,3
0.430737641831667,0.4270916334661355,3
0.4160745963213718,0.4644280022766078,3
0.39618860912109594,0.5085941946499716,3
0.3407787797441506,0.5198634035287422,3
0.37428503679434955,0.45657370517928286,3
0.6036971769211802,1.0,1
0.17464368779270048,0.398406374501992,3
0.4148968198969042,0.7973819009675583,3
0.22744777935229363,0.5236198064883324,3
0.5152780928776101,0.9487763232783153,1
0.27115526771267334,0.49003984063745015,3
0.3820342369460174,0.668184405236198,3
0.2785918351944637,0.64314171883893,3
0.5598465346362052,0.9527603870233353,1
0.3537756868587037,0.6351735913488901,3
0.6032069801854735,0.9903244166192373,1
0.23603883980055076,0.5509391007398975,3
0.2713649096470757,0.5976095617529881,3
0.2579660761359934,0.5998861696072851,3
0.3048438409460672,0.8224245873648264,3
0.2048827690119832,0.7320432555492317,3
0.606817879912153,0.645532157085942,3
0.4285414346823691,0.6338076266363118,3
0.36249313704765346,0.7166761525327262,3
0.34774871075893365,0.7403528742174161,3
0.33943901976375007,0.8334661354581674,2
0.348058307281573,0.6379055207740467,3
0.24982781754084524,0.48810472396129767,3
0.5682121760960848,0.3365964712578258,3
0.2766208201680363,0.4884462151394422,3
0.2241004148217477,0.56084234490609,3
0.3004190771628352,0.5391007398975526,3
0.3779110350523063,0.4726237905520774,3
0.07183732688279897,0.7070005691519636,3
0.37574846708451826,0.4718269778030734,3
0.6940480630535198,0.0887877063175867,10
0.6507832263454815,0.19556061468412061,10
0.328680154505812,0.5966989186112692,3
0.17097376917779827,0.5879339783722254,3
0.40466680695544754,0.48719408081957877,3
0.4561147691106122,0.35993170176437106,3
0.6163766024496028,0.3526465566306203,6
0.2975196579181136,0.669778030734206,3
0.1351561176513238,0.925554923164485,2
0.7090325983617061,0.19669891861126915,10
0.2294084004793167,0.7645987478656802,3
0.1638145336826059,0.8275469550369949,2
0.46491125309739234,0.39931701764371086,3
0.3266059357644226,0.6210586226522481,3
0.5514482795775671,0.37814456459874785,3
0.2676610922005597,0.706772908366534,3
0.27163837370519434,0.6048947068867387,3
0.24880941764887332,0.7394422310756972,3
0.23099876319719076,0.6232214001138303,3
0.30477065120492447,0.5920318725099601,3
0.6996453844446128,0.38895845190665906,6
0.523246141430924,0.5773477518497439,3
0.2781851539307993,0.20364257256687535,3
0.23616573312943479,0.5923733636881047,3
0.6155497323578233,0.46795674445076835,3
0.2547460937353669,0.4390438247011952,3
0.5447743919858449,0.7036994877632328,3
0.12230471540872837,0.16607854297097324,3
0.5118250951136397,0.5264655663062038,3
0.6102681502270894,0.6239043824701196,3
0.2093103774602244,0.19134889015367101,3
0.5772247965448457,0.5681274900398405,3
0.16561467032015745,0.18007968127490037,3
0.43452611965122245,0.4538417757541263,3
0.22459841344003698,0.22720546385885027,3
0.33734708571693567,0.35833807626636305,3
0.3041774272645673,0.33340922026180986,3
0.3036392385168846,0.43619806488332385,3
0.49534686241043213,0.4152532726237905,3
0.47623322228935205,0.421969265793967,3
0.4649401528407505,0.42435970404097895,3
0.4681946169968887,0.4012521343198634,3
0.14944542912963757,0.2731929425156516,3
0.6976029941552611,0.5620944792259533,2
0.20088319816353906,0.19385315879339782,3
0.46061924267810506,0.42788844621513944,3
0.3706513788212986,0.29971542401821283,3
0.20361668320522994,0.2686397268070575,3
0.6184922641706841,0.5252134319863404,3
0.06506442182687687,0.07877063175867954,3
0.5797544947023915,0.5340922026180991,3
0.23036816526074613,0.2677290836653386,3
0.36949720883866205,0.3674445076835515,3
0.08081460131397782,0.10586226522481496,0
0.5893391824821722,0.46363118952760385,3
0.11358145329093375,0.12942515651678987,3
0.28400882062648175,0.23073420603301076,3
0.43860835530778564,0.4109277177006261,3
0.4721490715610855,0.6613545816733069,3
0.08949809287153236,0.38645418326693226,8
0.3703743194165737,0.6107000569151964,3
0.14514188077294393,0.4593056346044394,3
0.3454088138767682,0.6328969834945931,3
0.5176584834112254,0.6989186112692088,3
0.5682816099953808,0.7364826408651111,3
0.15886089116470914,0.48491747296528176,3
0.2829267131018696,0.5589072282299374,3
0.6715973022316256,0.7330677290836655,2
0.3575433955902587,0.5924871940808195,3
0.1190349928906308,0.4040978941377348,3
0.7248474352841134,0.8059191804211725,2
0.2661202971043732,0.5133750711439955,3
0.42835376211031495,0.5930563460443938,3
0.17974910343227588,0.6528173022196927,3
0.7288223034083422,0.16789982925441088,10
0.5120900571379124,0.42401821286283436,3
0.5814013277444962,0.3528742174160501,3
0.17124508579910833,0.688673875924872,3
0.4860145358672344,0.4473534433693796,3
0.4748836749730067,0.4541832669322709,3
0.27214661979144245,0.6209447922595333,3
0.4128633016288706,0.5122367672168469,3
0.03857978844786624,0.7524188958451906,3
0.3076999802750127,0.585088218554354,3
0.44838794127479575,0.43938531587933977,3
0.2344121264857311,0.6237905520774046,3
0.30164807769175067,0.5998861696072851,3
0.3065681056752491,0.19157655093910064,3
0.23836541741557898,0.1017643710870802,3
0.3001762556988231,0.16198064883323843,3
0.5189456269674767,0.5097324985771201,3
0.49804152171138116,0.5243027888446216,3
0.4583983910909719,0.4110415480933409,3
0.2649464367162512,0.1582242458736482,3
0.23329244565281224,0.104268639726807,3
0.23838582760578167,0.1018782014797951,3
0.25398115231468693,0.1258964143426295,3
0.4516079378172201,0.4174160500853728,3
0.376243219447963,0.2763801935116676,3
0.5411239790768099,0.5444507683551508,3
0.46986760676683864,0.43824701195219123,3
0.46497078958276106,0.6532726237905521,3
0.21723839558695937,0.3525327262379055,3
0.23325784502625121,0.3386454183266932,3
0.211333603841337,0.24769493454752417,3
0.6548479925415515,0.8684120660216279,2
0.15955016920983014,0.20978941377347748,3
0.5721899867360751,0.8117245304496301,2
0.4829809465726216,0.671371656232214,3
0.17454647491033407,0.2818440523619806,3
0.5076151702478832,0.7331815594763802,3
0.31511331492369016,0.5447922595332954,3
0.1739359923062115,0.7219123505976096,3
0.4158406434903206,0.425839499146272,3
0.34733430968123036,0.45953329538986903,3
0.3850475653438489,0.4774046670461013,3
0.46160537322376083,0.2700056915196357,7
0.6207987062934718,0.14923164484917467,10
0.31089863829072195,0.4981217985202049,3
0.6116989416243211,0.16710301650540688,10
0.21854399359660123,0.5841775754126352,3
0.40776680925021364,0.4251565167899829,3
0.14565336108233223,0.7656232214001139,3
0.17146950975897865,0.06272054638588492,0
0.46174579856157577,0.4877632327831531,3
0.6703282317146578,0.7237336368810472,2
0.2546482803910759,0.28878770631758677,3
0.3420010963781371,0.42754695503699486,3
0.2696439142400122,0.2662492885600455,3
0.5296334832713344,0.6017074558907228,3
0.45829839706557596,0.5250996015936256,3
0.5961213477998857,0.6410927717700626,3
0.2299577178167891,0.2531587933978372,3
0.33582103786897394,0.4118383608423449,3
0.34282574202387417,0.4086511098463289,3
0.26768708365632565,0.29186112692088784,3
0.4268884110198176,0.5247581104154809,3
0.24248993441128122,0.24063745019920316,3
0.26540795688412344,0.297211155378486,3
0.31451377896956106,0.35947638019351164,3
0.5126707189223835,0.5723392145702902,3
0.29705717033128337,0.3406943653955606,3
0.3567956905745744,0.4733067729083665,3
0.39947130263509456,0.4852589641434263,3
0.38818393388315686,0.7504837791690382,3
0.3538701497272454,0.6361980648833239,3
0.32350518571182874,0.6437108708025042,3
0.4278752401837178,0.6080819578827548,3
0.3965297076857464,0.4745589072282299,3
0.41355645745577113,0.5550369948776323,3
0.32793695558601055,0.6861696072851451,3
0.30550039310651916,0.549003984063745,3
0.4932589727257382,0.3737051792828685,3
0.3320163059941737,0.5434262948207171,3
0.27532880510502256,0.6884462151394422,3
0.40458603008248417,0.40569151963574274,3
0.31938193092632133,0.6012521343198634,3
0.2860612137805318,0.2384746727376209,3
0.688011073153156,0.6745589072282299,3
0.6830791874986523,0.6577120091064315,3
0.19492167419077283,0.12919749573136025,3
0.1291949426657951,0.07535571997723384,3
0.6395005817768159,0.620375640295959,3
0.4764806922262725,0.48912919749573136,3
0.5210150071378904,0.44359704040978937,3
0.3099887597879874,0.24963005122367668,3
0.11841784771047023,0.0607854297097325,3
0.39146855076129616,0.3381900967558338,3
0.07009482956797845,0.004325554923164443,0
0.5761775074472336,0.509846328969835,3
0.06553205625299362,0.026636311895275988,3
0.5027901629826499,0.2276607854297097,7
0.2653513895594361,0.7373932840068298,3
0.24118695434140178,0.7645987478656802,3
0.2583037043694046,0.7208878770631758,3
0.31644146315835636,0.6355150825270347,3
0.48419743989426545,0.19351166761525324,7
0.5154457272637069,0.1479795105293113,7
0.3634141281633383,0.4667046101309049,3
0.36354726709748375,0.4743312464428002,3
0.28948936065525316,0.38713716562322137,3
0.4307778171451686,0.5413773477518498,3
0.3197513225520165,0.4316448491747297,3
0.2296840129193851,0.33306772908366533,3
0.6674717734731904,0.7778030734206033,3
0.26682013867052906,0.3828116107000569,3
0.5851437783248262,0.6948207171314741,3
0.25702663097927425,0.34547524188958456,3
0.13249765409970485,0.2216277746158224,3
0.3627473445388275,0.5017643710870803,3
0.20582864477895746,0.29971542401821283,3
0.3666837628733042,0.46932270916334656,3
0.3223445032351748,0.4488332384746727,3
0.36965089887893177,0.4927717700626067,3
0.2089048902988557,0.2922026180990325,3
0.45465609104085847,0.6142287990893569,3
0.8381542247320722,0.8668184405236199,2
0.3193611625099301,0.44314171883893,3
0.3142358397351503,0.504382470119522,3
0.41583289706979587,0.547410358565737,3
0.31153593573093424,0.8808195788275469,3
0.2278608727420879,0.927034718269778,2
0.41189911691575554,0.7631189527603871,3
0.3196122475809868,0.764029595902106,3
0.5459415218452505,0.6299373932840069,3
0.569014573478487,0.6796812749003984,3
0.307517199135073,0.8982356289129197,2
0.24944363197590746,0.7190665907797382,3
0.36461061173308895,0.34103585657370517,3
0.21911060972383656,0.275241889584519,3
0.25341347752519416,0.1733636881047239,3
0.6299803450271594,0.4715993170176437,3
0.2401710821834919,0.3439954467842914,3
0.5002438732116491,0.47763232783153103,3
0.2874722437442957,0.20398406374501987,3
0.4065085873036655,0.2188958451906659,7
0.40916740637766236,0.26670461013090496,3
0.5773649818036642,0.5307911212293682,3
0.4755866155281159,0.5543540125213432,3
0.16137685664583504,0.4590779738190096,3
0.47812146732890093,0.3998861696072852,3
0.29636499821314616,0.5993170176437108,3
0.38245147778816496,0.5337507114399545,3
0.20370556467109538,0.6657939669891861,3
0.5230976922106724,0.663517359134889,3
0.31136832772433687,0.3776892430278884,3
0.2442352868562644,0.27592487194080817,3
0.77402026977592,0.9431986340352874,2
0.3336032339810393,0.44530449630051216,3
0.21439015252621094,0.20569151963574273,3
0.373597033793502,0.5222538417757542,3
0.7051925256527248,0.914513375071144,2
0.3624035688195797,0.5104154809334093,3
0.3245913472618351,0.40284575981787135,3
0.3473156858378003,0.46112692088787705,3
0.3983190594612806,0.44040978941377346,3
0.20335079697167008,0.17529880478087645,3
0.21232693387044477,0.1770062606715993,3
0.3086513494112641,0.41161070005691514,3
0.24918693465442052,0.2867387592487194,3
0.21247782683635072,0.7856573705179282,3
0.17874400461236567,0.8073989755264657,3
0.5076275577155315,0.43881616391576544,3
0.29366104362501805,0.702788844621514,3
0.35466744260238936,0.5235059760956176,3
0.6910481301415715,0.16755833807626636,10
0.14355355291467417,0.8986909504837792,2
0.2862153140398636,0.6045532157085942,3
0.6426833643422795,0.1633466135458167,10
0.599459924939597,0.6899260102447353,3
0.35338377595371456,0.7046101309049516,3
0.4096502102635622,0.618782014797951,3
0.4839489422654887,0.8142287990893569,2
0.3479112769526659,0.5669891861126921,3
0.26457965345326256,0.6579396698918611,3
0.18254073378266694,0.4364257256687536,3
0.301350581793525,0.6531587933978372,3
0.6076983548151619,0.763915765509391,3
0.41935541618603034,0.4143426294820717,3
0.08885714308029073,0.18759248719408078,3
0.13021896748824766,0.19396698918611266,3
0.40671794635029557,0.48503130335799655,3
0.3846146927147773,0.4474672737620945,3
0.11866099796975127,0.20489470688673872,3
0.41349401559366816,0.47273762094479227,3
0.17794822050428372,0.19886169607285137,3
0.7938311563900371,0.9709732498577119,2
0.5049876005886209,0.48548662492885597,3
0.32880512726450645,0.3487763232783153,3
0.3979347057819654,0.3293113261240751,3
0.5058320499238622,0.5203187250996016,3
0.2042033039975395,0.7460443938531589,3
0.5749416213801121,0.4513375071143995,3
0.1881625017097302,0.6206033010813887,3
0.375092651921206,0.33022196926579395,3
0.729016578232688,0.6809334092202618,2
0.7130285284738992,0.6433693796243598,2
0.22667797864744396,0.3904382470119521,3
0.2843831377106562,0.5148548662492886,3
0.41746726443349724,0.5116676152532726,3
0.19626748863088822,0.3420603301081388,3
0.23222666235922876,0.3784860557768924,3
0.30260720669066254,0.4975526465566306,3
0.39859292315475997,0.5839499146272055,3
0.15776174893174602,0.43881616391576544,3
0.40703586734430997,0.5091633466135458,3
0.23152353654679575,0.4228799089356858,3
0.37799057430336175,0.5429709732498578,3
0.16790421532177838,0.3363688104723961,3
0.4279207203953786,0.4860557768924303,3
0.6422650025271045,0.649402390438247,3
0.2202598579260909,0.479225953329539,3
0.44031529499307476,0.5776892430278884,3
0.3781361187357903,0.5706317586795675,3
0.35912006189052564,0.5213431986340352,3
0.2905568138533365,0.5112122936824132,3
0.49171144225931024,0.5524188958451907,3
0.223756073765898,0.7729083665338645,3
0.7258278349646288,0.22879908935685828,8
0.13003582689112675,0.9869095048377918,2
0.5200518135073993,0.49971542401821284,3
0.4262255625413895,0.5258964143426295,3
0.23791538911388804,0.8218554354012522,3
0.6200928378383203,0.36767216846898115,6
0.32428540275371387,0.6146841206602163,3
0.5608027982743605,0.43938531587933977,3
0.3859041087015742,0.5782583949914627,3
0.32969634374332013,0.6533864541832669,3
0.12969692043244208,0.997723392145703,2
0.5122874669314584,0.5771200910643142,3
0.17449744609761259,0.902675014228799,3
0.21672123582627242,0.7888446215139442,3
0.5677657123510262,0.134092202618099,10
0.23746597562352134,0.6547524188958452,3
0.29402144088231735,0.5182697780307342,3
0.5703916237077683,0.15310187820147975,10
0.291620183471718,0.5393284006829824,3
0.20716984051350076,0.6906089926010245,3
0.320417299786195,0.5245304496300512,3
0.49266836363831484,0.23813318155947638,7
0.3125220977586041,0.5307911212293682,3
0.33930526123438387,0.4496300512236767,3
0.26192205363767096,0.5968127490039841,3
0.6477827965108788,0.04553215708594188,5
0.3042086470908662,0.5579965850882186,3
0.2521209668751628,0.5939669891861127,3
0.6645844179285992,0.03278315310187824,5
0.3547593554573576,0.4111553784860557,3
0.3904790490373836,0.3923733636881047,3
0.4039742192421178,0.35993170176437106,3
0.229796602620504,0.6372225384177574,3
0.2140868411433159,0.6769493454752419,3
0.21491161482906723,0.5036994877632328,3
0.2618269736346578,0.5236198064883324,3
0.20241519194456753,0.5321570859419464,3
0.3867235663169939,0.6972111553784861,3
0.5991393800366493,0.9817871371656233,1
0.5010392437958028,0.7512805919180421,3
0.3661942740877204,0.6089926010244735,3
0.41057485475902405,0.8252703471826978,2
0.5769384049408776,0.7557199772339215,3
0.470863959957765,0.7157655093910074,3
0.4407422173635232,0.6532726237905521,3
0.4354367211681113,0.6468981217985201,3
0.3663416173862716,0.6150256118383608,3
0.3398699764667161,0.5357996585088218,3
0.19584638263572618,0.4842344906089926,3
0.22339216371671208,0.4631758679567444,3
0.2612467931943402,0.4539556061468412,3
